iter,keygen_ns
0,369459
1,369478
2,369311
3,370552
4,369496
5,381052
6,369997
7,370385
8,371200
9,368663
10,371144
11,369645
12,368922
13,369200
14,371830
15,383644
16,371218
17,369256
18,370255
19,370867
20,371274
21,370348
22,371477
23,370922
24,368552
25,369626
26,380978
27,373218
28,369978
29,371292
30,370848
31,370571
32,368830
33,370866
34,370015
35,369385
36,370144
37,378793
38,369385
39,370181
40,369477
41,368811
42,368756
43,370311
44,370403
45,369626
46,370941
47,370367
48,379052
49,372533
50,370885
51,368904
52,371107
53,370478
54,370163
55,369867
56,369866
57,371182
58,377274
59,371255
60,369867
61,370089
62,369977
63,369589
64,370422
65,369626
66,370422
67,370404
68,370348
69,379478
70,370996
71,369441
72,370478
73,370700
74,370996
75,369719
76,370571
77,369422
78,370089
79,370033
80,379552
81,371274
82,371219
83,369125
84,369829
85,371737
86,370440
87,371440
88,370107
89,370107
90,370811
91,377681
92,370199
93,371589
94,369459
95,368570
96,369329
97,371163
98,369645
99,370607
100,370404
101,369274
102,376625
103,371367
104,369144
105,370922
106,369237
107,369404
108,370682
109,371107
110,370552
111,370181
112,376626
113,371830
114,369607
115,371718
116,372718
117,373052
118,376663
119,370718
120,370256
121,369644
122,370681
123,391607
124,375051
125,369756
126,369534
127,370329
128,370348
129,369959
130,369626
131,371255
132,370385
133,370497
134,382255
135,372607
136,371237
137,369700
138,371237
139,369700
140,370089
141,369496
142,369570
143,369329
144,369682
145,381403
146,371403
147,369367
148,369829
149,371385
150,370385
151,369737
152,370496
153,370089
154,369403
155,382329
156,370867
157,369996
158,370052
159,369681
160,369960
161,369811
162,370440
163,370126
164,369218
165,369959
166,378366
167,370570
168,369496
169,370292
170,370941
171,371682
172,369125
173,371218
174,370144
175,370108
176,370514
177,383330
178,370422
179,370033
180,369348
181,370793
182,368348
183,371052
184,370256
185,369829
186,369866
187,370348
188,379033
189,371088
190,371533
191,370125
192,369774
193,369718
194,369885
195,371162
196,371885
197,371329
198,387736
199,375126
200,370848
201,368997
202,369644
203,370570
204,370459
205,370885
206,371144
207,369681
208,371219
209,379922
210,370274
211,369904
212,369644
213,370922
214,369848
215,369959
216,370589
217,370533
218,369700
219,370292
220,379459
221,371459
222,370182
223,370811
224,370607
225,370163
226,370829
227,371255
228,370959
229,370404
230,370792
231,377033
232,370144
233,370570
234,370811
235,370997
236,370922
237,371051
238,371311
239,369552
240,369515
241,378274
242,371274
243,369774
244,370033
245,369348
246,369886
247,370385
248,371051
249,370329
250,369255
251,369052
252,383126
253,371404
254,370237
255,370644
256,369922
257,370885
258,370793
259,370348
260,370441
261,371663
262,370496
263,379385
264,371070
265,370922
266,370533
267,371089
268,371181
269,370996
270,369996
271,370348
272,369514
273,370385
274,378533
275,371756
276,370422
277,371552
278,368941
279,371422
280,371496
281,370718
282,369514
283,369515
284,369718
285,379404
286,369922
287,369793
288,370293
289,370070
290,369459
291,370588
292,367978
293,370959
294,370385
295,379774
296,372182
297,371570
298,371311
299,369459
300,371034
301,370792
302,371459
303,370145
304,371256
305,370700
306,378255
307,369644
308,371959
309,370422
310,370533
311,368940
312,370274
313,368774
314,370977
315,370088
316,370071
317,378107
318,371607
319,370811
320,371496
321,370588
322,370014
323,370422
324,371200
325,370904
326,369015
327,370071
328,380144
329,371533
330,370719
331,371052
332,369052
333,370645
334,371885
335,370737
336,369366
337,371219
338,379588
339,371163
340,371218
341,371793
342,370663
343,370163
344,370459
345,369274
346,370200
347,370330
348,370181
349,447199
350,375570
351,370014
352,369626
353,370478
354,370570
355,369274
356,369792
357,369848
358,369959
359,370255
360,378681
361,370978
362,369496
363,370718
364,369607
365,369940
366,370144
367,369330
368,369237
369,371015
370,370089
371,377199
372,371478
373,368959
374,369663
375,370311
376,370034
377,368163
378,370033
379,370663
380,369422
381,379533
382,369514
383,370645
384,369756
385,368737
386,368811
387,369663
388,370366
389,370311
390,368793
391,368793
392,377274
393,369941
394,369922
395,369959
396,369756
397,369996
398,369978
399,370033
400,370144
401,370070
402,368292
403,378219
404,371348
405,368848
406,369904
407,368182
408,368793
409,369070
410,369071
411,369033
412,370162
413,368255
414,377774
415,369237
416,370126
417,369366
418,369681
419,369330
420,369274
421,369682
422,369459
423,368256
424,370292
425,376237
426,369181
427,371089
428,370163
429,370237
430,371070
431,369237
432,369589
433,369015
434,369311
435,378107
436,371422
437,369274
438,370218
439,369570
440,368848
441,368367
442,368644
443,369588
444,368959
445,369996
446,377977
447,370423
448,369718
449,368774
450,371218
451,369440
452,368867
453,368978
454,369792
455,369422
456,369589
457,378181
458,369997
459,369830
460,370700
461,368830
462,368626
463,369126
464,369293
465,369348
466,370403
467,369089
468,379607
469,371126
470,369366
471,368571
472,369571
473,370200
474,369533
475,368755
476,369848
477,369793
478,370126
479,378145
480,370644
481,369978
482,370033
483,369273
484,369033
485,369644
486,371922
487,370459
488,369404
489,377588
490,369867
491,369403
492,368959
493,369052
494,369996
495,369551
496,370404
497,370034
498,369033
499,368736
500,377366
501,371385
502,370533
503,368756
504,368867
505,370440
506,370274
507,368182
508,370477
509,369552
510,370163
511,378181
512,369830
513,370107
514,369552
515,369700
516,369237
517,371051
518,369848
519,370645
520,370015
521,369422
522,377700
523,369959
524,368922
525,369552
526,370459
527,370255
528,369052
529,369959
530,369403
531,369496
532,386551
533,374867
534,368866
535,368830
536,370274
537,368440
538,369699
539,369626
540,370589
541,369626
542,368959
543,378811
544,369793
545,370052
546,369533
547,371311
548,369385
549,369736
550,368829
551,370366
552,369700
553,370718
554,377441
555,370867
556,370237
557,369478
558,369959
559,370922
560,371348
561,371107
562,369237
563,368163
564,369774
565,377015
566,370496
567,368756
568,369756
569,370329
570,369793
571,370274
572,370459
573,369386
574,368848
575,369459
576,378163
577,369996
578,368403
579,369348
580,370256
581,368645
582,369163
