iter,keygen_ns
0,79986
1,79845
2,79647
3,79433
4,80671
5,79035
6,80291
7,84746
8,80143
9,81291
10,79928
11,79508
12,79732
13,80333
14,79539
15,79710
16,81246
17,79419
18,79818
19,82950
20,78561
21,85944
22,81213
23,79542
24,79637
25,80280
26,79748
27,80560
28,80057
29,81977
30,80478
31,85248
32,80134
33,83642
34,79286
35,79357
36,80155
37,81387
38,80488
39,81585
40,80341
41,80008
42,80231
43,80510
44,83032
45,81267
46,80141
47,80046
48,78981
49,80222
50,80767
51,80442
52,79213
53,80819
54,80539
55,79932
56,84410
57,79507
58,80231
59,78866
60,79531
61,80480
62,79354
63,80499
64,80397
65,81825
66,78730
67,80621
68,79310
69,114425
70,79344
71,80882
72,78674
73,81064
74,79030
75,80091
76,78130
77,84585
78,80559
79,79726
80,80062
81,81958
82,84217
83,80329
84,79752
85,79619
86,79005
87,78965
88,78733
89,80042
90,80258
91,80577
92,79457
93,79917
94,79677
95,80715
96,80124
97,80533
98,79444
99,80780
100,77723
101,79468
102,80321
103,79843
104,80413
105,85652
106,80223
107,80038
108,79725
109,80511
110,80135
111,79531
112,80235
113,79191
114,79424
115,79912
116,79769
117,79813
118,83031
119,80548
120,79480
121,80615
122,79954
123,79283
124,79642
125,79097
126,81303
127,80601
128,79503
129,80729
130,82738
131,81270
132,80108
133,79799
134,80255
135,79261
136,80461
137,79824
138,80158
139,79397
140,80176
141,240219
142,80194
143,102194
144,80405
145,79084
146,79793
147,79398
148,82739
149,79477
150,136061
151,82437
152,85039
153,80666
154,79330
155,78403
156,80279
157,79385
158,81039
159,79653
160,80395
161,80283
162,80422
163,79155
164,83008
165,80552
166,79328
167,77983
168,80762
169,80158
170,79613
171,79921
172,80323
173,80617
174,81020
175,80923
176,80233
177,83006
178,80021
179,78579
180,78700
181,80087
182,85094
183,80240
184,80659
185,80585
186,80817
187,83312
188,80958
189,82685
190,78933
191,80496
192,79891
193,79510
194,79876
195,79863
196,79157
197,80049
198,79187
199,79180
200,79867
201,80183
202,85675
203,81994
204,79944
205,79717
206,79521
207,79725
208,79019
209,81283
210,79030
211,78771
212,81237
213,80111
214,81964
215,80412
216,80273
217,80121
218,79798
219,78398
220,80224
221,80520
222,81339
223,80545
224,81159
225,80452
226,83158
227,80109
228,80222
229,80695
230,80469
231,79754
232,80089
233,79838
234,80045
235,79885
236,79988
237,80683
238,79852
239,82874
240,81177
241,79981
242,80258
243,79623
244,79872
245,81099
246,80302
247,79423
248,79853
249,80955
250,80841
251,84459
252,81378
253,79947
254,80167
255,80618
256,80296
257,79758
258,78521
259,79893
260,80149
261,80067
262,80150
263,86883
264,80768
265,79706
266,81012
267,80210
268,80531
269,84081
270,80747
271,81345
272,79920
273,80285
274,80408
275,79892
276,81862
277,79714
278,80602
279,79751
280,79510
281,78750
282,79884
283,80087
284,79643
285,80630
286,80501
287,79376
288,81895
289,81419
290,80511
291,81459
292,80949
293,80840
294,81099
295,80515
296,79970
297,79698
298,80366
299,79823
300,83857
301,81051
302,80242
303,79932
304,79099
305,79816
306,79825
307,80697
308,80315
309,80228
310,80367
311,78719
312,85587
313,81226
314,79804
315,80067
316,78954
317,79654
318,84749
319,79438
320,79003
321,79899
322,79616
323,80394
324,80524
325,81973
326,78386
327,79697
328,78431
329,79998
330,79680
331,78830
332,79703
333,79888
334,77515
335,78869
336,79152
337,80390
338,83932
339,83497
340,83900
341,81812
342,80335
343,80136
344,82158
345,81487
346,83944
347,84774
348,91661
349,86862
350,84663
351,81842
352,82011
353,81937
354,80012
355,80296
356,81777
357,80931
358,82970
359,81811
360,91908
361,81356
362,82030
363,79088
364,79822
365,79125
366,79298
367,80459
368,79251
369,79298
370,80444
371,79522
372,79829
373,79746
374,88390
375,80697
376,83203
377,78701
378,78596
379,78617
380,80653
381,79366
382,79640
383,81733
384,81160
385,80519
386,86323
387,81302
388,81772
389,82343
390,81976
391,80409
392,81222
393,80673
394,79527
395,80417
396,78216
397,79169
398,79218
399,82215
400,79909
401,79505
402,79199
403,79637
404,79002
405,79763
406,80117
407,80213
408,79499
409,79137
410,80241
411,83140
412,81078
413,80483
414,80308
415,82884
416,91082
417,91799
418,92500
419,94599
420,83465
421,103117
422,106597
423,108008
424,94896
425,79404
426,79771
427,80230
428,78769
429,78728
430,79665
431,79188
432,79230
433,79161
434,83699
435,80166
436,87203
437,90682
438,84008
439,80070
440,80367
441,79318
442,80589
443,79750
444,85526
445,79829
446,82135
447,81601
448,80746
449,85310
450,79978
451,78832
452,80843
453,80280
454,79366
455,80013
456,79685
457,80342
458,80108
459,83199
460,79885
461,80099
462,80806
463,79233
464,81518
465,82917
466,90582
467,86870
468,81154
469,79519
470,80666
471,82540
472,79901
473,79875
474,79820
475,80129
476,82551
477,79468
478,80054
479,80661
480,79613
481,80721
482,80189
483,82616
484,80240
485,80926
486,80383
487,81743
488,79276
489,79379
490,100369
491,80901
492,81968
493,80817
494,81500
495,84674
496,80973
497,80878
498,192595
499,82207
500,80222
501,80092
502,88442
503,86852
504,80375
505,80096
506,83641
507,79608
508,79511
509,79908
510,80233
511,78564
512,79898
513,80141
514,78981
515,81071
516,79132
517,81099
518,82166
519,80720
520,80357
521,79312
522,79031
523,80078
524,79114
525,80427
526,82319
527,81946
528,82877
529,79648
530,79631
531,83078
532,80938
533,81668
534,80578
535,81302
536,80409
537,79398
538,82547
539,78906
540,81587
541,81143
542,78783
543,84402
544,80817
545,79937
546,80448
547,81608
548,80752
549,82433
550,79823
551,79311
552,79909
553,79979
554,78870
555,81922
556,79785
557,78977
558,80086
559,79889
560,80555
561,79666
562,79099
563,80849
564,79963
565,81081
566,80344
567,79122
568,90590
569,79412
570,80117
571,80862
572,78117
573,79971
574,81224
575,80273
576,79223
577,79133
578,78867
579,79977
580,83802
581,79169
582,81735
583,79327
584,78887
585,79300
586,79749
587,79288
588,79516
589,79335
590,80335
591,80505
592,79664
593,85142
594,79973
595,80727
596,78796
597,79981
598,79062
599,80327
600,80358
601,77585
602,78948
603,78268
604,80807
605,83376
606,78735
607,79610
608,79534
609,78472
610,78425
611,79914
612,79513
613,80289
614,80977
615,79956
616,78488
617,90026
618,79783
619,79715
620,79344
621,78516
622,84167
623,79996
624,79326
625,102168
626,122046
627,147427
628,92653
629,127763
630,110794
631,94095
632,86242
633,84387
634,78033
635,79311
636,78852
637,80195
638,79363
639,84209
640,80342
641,80298
642,80154
643,81293
644,79190
645,80632
646,80281
647,80138
648,79580
649,80001
650,78459
651,84487
652,80246
653,78729
654,79707
655,80597
656,80576
657,80844
658,80613
659,79016
660,79161
661,80157
662,79339
663,79379
664,85081
665,79976
666,80840
667,79494
668,78326
669,81226
670,81515
671,78991
672,78645
673,81538
674,79497
675,79278
676,84196
677,80574
678,79841
679,80320
680,80039
681,79277
682,77937
683,80421
684,81533
685,80453
686,85028
687,79964
688,79870
689,83794
690,80662
691,84790
692,80536
693,79196
694,78482
695,79874
696,80403
697,79940
698,80625
699,80517
700,79022
701,82710
702,77905
703,78275
704,78363
705,80147
706,80287
707,80034
708,79886
709,77319
710,80342
711,79351
712,78498
713,85665
714,79956
715,80624
716,79736
717,81483
718,79995
719,84011
720,80873
721,79003
722,80227
723,79601
724,80407
725,79583
726,82675
727,79886
728,79350
729,80906
730,81479
731,79791
732,80726
733,80349
734,80056
735,80768
736,80647
737,78932
738,80797
739,79757
740,80284
741,80102
742,79629
743,84890
744,80937
745,80404
746,79715
747,79332
748,84005
749,80754
750,82759
751,81088
752,79903
753,79567
754,79987
755,80683
756,79686
757,78286
758,80681
759,83264
760,99917
761,117202
762,83432
763,123454
764,87376
765,82001
766,80503
767,79917
768,80148
769,79788
770,78873
771,80192
772,79643
773,79511
774,85136
775,80217
776,79996
777,78456
778,79241
779,79721
780,79975
781,80115
782,79695
783,80075
784,79273
785,79123
786,83930
787,80153
788,79716
789,81129
790,79442
791,79854
792,79251
793,78684
794,79467
795,78329
796,80094
797,79159
798,79294
799,81845
800,80038
801,80118
802,80882
803,79686
804,79668
805,79002
806,79405
807,79762
808,78611
809,80540
810,79585
811,83290
812,79895
813,79913
814,80075
815,80191
816,79455
817,79660
818,95890
819,122308
820,96001
821,137070
822,102693
823,89067
824,81648
825,79230
826,79747
827,80890
828,79106
829,79637
830,79226
831,79789
832,80183
833,79588
834,84661
835,80382
836,79235
837,79150
838,80921
839,81900
840,79714
841,80626
842,80579
843,79455
844,79101
845,78771
846,79682
847,79398
848,80423
849,80676
850,79881
851,80143
852,81425
853,78627
854,80127
855,79759
856,79390
857,79607
858,79552
859,81631
860,79161
861,79013
862,78873
863,79263
864,79874
865,78617
866,79042
867,79273
868,79598
869,78040
870,85361
871,82391
872,79737
873,79914
874,80962
875,83326
876,81499
877,80489
878,80530
879,81012
880,77722
881,81529
882,79182
883,79415
884,82175
885,79251
886,78686
887,79843
888,84455
889,81414
890,80574
891,79080
892,79995
893,80183
894,84017
895,79713
896,82955
897,80880
898,79027
899,78701
900,79657
901,79210
902,79331
903,80080
904,78973
905,80658
906,81041
907,79642
908,79353
909,80601
910,79861
911,80390
912,79889
913,79732
914,78656
915,79822
916,81405
917,80244
918,79555
919,80714
920,78660
921,81326
922,81077
923,79469
924,80402
925,78051
926,80471
927,79690
928,79110
929,78184
930,79879
931,80970
932,79991
933,81317
934,78995
935,80278
936,78500
937,80228
938,80144
939,79625
940,78996
941,79587
942,79463
943,81026
944,79874
945,80490
946,82381
947,79239
948,79433
949,79147
950,81052
951,77763
952,79567
953,80912
954,79886
955,78374
956,81491
957,80012
958,80924
959,78919
960,78844
961,80443
962,79229
963,79566
964,80813
965,80885
966,80167
967,79314
968,79240
969,81193
970,79241
971,81975
972,78833
973,78433
974,80676
975,81048
976,81290
977,79216
978,80938
979,79203
980,78639
981,78860
982,78874
983,80683
984,79585
985,81265
986,78935
987,76895
988,80404
989,80446
990,139599
991,228650
992,80197
993,82636
994,79366
995,79753
996,81032
997,80026
998,84112
999,80735
1000,79272
1001,80008
1002,142444
1003,79920
1004,78997
1005,81543
1006,81002
1007,79567
1008,80063
1009,79452
1010,79243
1011,79483
1012,91419
1013,107378
1014,105641
1015,118518
1016,93182
1017,82204
1018,83044
1019,81223
1020,79410
1021,79608
1022,78211
1023,78433
1024,79500
1025,80057
1026,80252
1027,81014
1028,82192
1029,80673
1030,79779
1031,78950
1032,78822
1033,80882
1034,79797
1035,78347
1036,79587
1037,79176
1038,80062
1039,79073
1040,80029
1041,81872
1042,78709
1043,79457
1044,80133
1045,78332
1046,80041
1047,79801
1048,79211
1049,80551
1050,78776
1051,79166
1052,79277
1053,83876
1054,80119
1055,79124
1056,77833
1057,79984
1058,80585
1059,80089
1060,79533
1061,79222
1062,84601
1063,79083
1064,79336
1065,79639
1066,82516
1067,80353
1068,83048
1069,79558
1070,79346
1071,79150
1072,78790
1073,79806
1074,80311
1075,79549
1076,80008
1077,78806
1078,81468
1079,79566
1080,78088
1081,79819
1082,79368
1083,79974
1084,83280
1085,79257
1086,79149
1087,79081
1088,79589
1089,84105
1090,84678
1091,79293
1092,79027
1093,78800
1094,80045
1095,77754
1096,78652
1097,77920
1098,80097
1099,79212
1100,78818
1101,79132
1102,78790
1103,85610
1104,79315
1105,79744
1106,79352
1107,80135
1108,85026
1109,79727
1110,79111
1111,79364
1112,79815
1113,78787
